,description
1917,"entrepreneur, originality, billionaire, payoff, author, groundbreaking, insights, novel, analyst, executive, nurture, improving, criticize, entertainment, apple"
1918,"grit, perseverance, educators, succeed, achievement, psychologist, talent, scientist, duckworth, book, passion, readers, insights, pioneering, smarts"
1919,"veterans, veteran, soldiering, troops, suffering, suicides, war, turmoil, traumatic, tribal, stress, societies, reintegrate, loyalty, junger"
1920,"ego, egos, hughes, howard, roosevelt, reality, self, achieve, philosophy, visionary, literature, failure, conquering, era, belichick"
1921,"productivity, managing, book, science, life, think, world, explores, today, transform, new"
1922,"deep, skills, distracted, skill, distraction, habits, profession, training, focus, achieve, practice, work, task, write, ethic"
1923,"kalanithi, dying, death, life, mortality, living, die, cancer, lung, memoir, neurosurgeon, future, meaningful, nurture, imagined"
1924,"rainbow, anderson, inspirational, memoir, mother, insight, gloria, cooper, stories, timeless, journalist, revealing, relationship, unwavering, contrast"
1925,"warrior, bestselleroprah, author, chronicle, memoir, book, love, melton, relationships, marriage, journey, inspiring, strong, glennon, club"
1926,"springsteen, autobiography, elvis, presley, songwriter, memoir, musician, writing, bruce, born, song, sullivan, story, originality, revelatory"
1927,"scientist, lab, laboratories, labs, book, jahren, science, flowers, plant, discoveries, seeds, trees, soil, relationship, hawaii"
1928,"hillbilly, vance, elegy, appalachia, struggles, kentucky, grandchildren, yale, poverty, chaotic, senator, postwar, recounts, raised, story"
1929,"jennifer, novelist, womanhood, nonfiction, woman, columnist, fran, lesbianism, nora, tina, junkie, essay, lebowitz, modern, estranged"
1930,"shrill, lena, literary, outspoken, lindy, feminist, readers, voice, quiet, empowering, west, dunham, stories, published, bravely"
1931,"klebold, dylan, grief, indescribable, tragedy, child, columbine, distress, teacher, raised, families, writings, insights, harris, incomprehensible"
1932,"ruth, polygamous, marriages, siblings, family, prophet, mother, remarries, preachers, birth, beliefs, welfare, recounted, wariner, punish"
1933,"lust, augusten, burroughs, memoir, wonder, scissors, running, love, relationships, means, came, detailing, examines, new, demise"
1934,"nike, shoes, knight, brands, founder, athletic, startups, profitable, phil, revolutionary, cost, humble, borrowed, memoir, iconic"
1935,"jackie, kennedy, hillary, jacqueline, clinton, nancy, michelle, lady, nixon, obama, biography, patricia, bestseller, rosalynn, residence"
1936,"single, unmarried, woman, heterosexual, women, marriages, married, contemporary, rebecca, journalist, historically, research, traister, 1890, york"
1937,"slavery, 1850s, slaves, clay, downtrodden, colonial, wretched, whites, society, poor, rhetoric, eugenics, listless, crackers, lubbers"
1938,"astronauts, nasa, mathematicians, armstrong, moon, neil, women, bestseller, history, race, write, computers, flight, mankind, movement"
1939,"austin, murders, terrorized, crimes, killer, ripper, 1800s, investigators, stalked, infamous, jack, novelistic, vicious, newspaper, serial"
1940,"1776, arnold, surrender, champlain, benedict, george, continental, shakespearean, war, rebellion, valiant, washington, tyrants, ambition, author"
1941,"nixon, kennedy, khrushchev, eisenhower, nixonwith, presidents, lyndon, presidency, watergate, assassinations, hill, dwight, office, anecdotes, author"
1942,"internment, japanese, hiroshima, fukuhara, bilingual, japan, pearl, harbor, chronicle, 1930s, sakamoto, reconciliation, family, harry, midnight"
1943,"gene, genetics, eugenics, darwin, biology, genome, evolution, heredity, scientific, gregor, humanity, author, mental, nazi, history"
1944,"amputee, roach, soldier, marine, author, combat, military, book, medics, zipper, scientists, meat, movie, sane, sniffs"
1945,"lobotomy, psychosurgeons, surgeries, neurosurgeons, patients, neuroscience, surgery, surgeon, medical, schizophrenia, experiments, grandfather, seizures, henrietta, molaison"
1946,"brain, brains, neuroscientist, consciousness, insomnia, blind, minds, superstitions, fears, awake, idiot, blackouts, suddenly, life, foggiest"
1947,"inspiration, ruth, compassion, memoir, lama, dalai, suffering, magic, charitable, wealth, altruism, teach, life, desires, practices"
1948,"nature, ginkgo, tree, fauna, organisms, squirrel, lives, biloba, flora, perspective, distant, world, wonders, neighborhood, narrative"
1949,"computers, algorithms, computer, cognitive, memory, organizing, interdisciplinary, things, activities, lives, exploration, scientist, strategies, fulfilling, insights"
1950,"microbes, microbiome, squids, squid, microbial, bacteria, worms, creatures, nature, germs, beetles, immune, mysterious, termites, multitudes"
1951,"technological, technology, future, communicate, virtual, book, revolutionize, thinkers, trends, driven, business, cognifying, kelly, guidance, embedded"
1952,"discrimination, fairness, mathematician, mathematical, machines, undermining, decisions, judged, democracy, models, algorithm, punishing, theory, increasingly, data"
1953,"chrissy, chili, recipes, spicy, dishes, cooking, peppers, dinner, food, breakfast, teigen, salads, bacon, cheeseless, cheesy"
1954,"lobster, culinary, foods, counterfeiting, parmigiano, restaurants, cheese, reggiano, fraud, consumer, beef, olive, supermarkets, pulp, gourmand"
1955,"adulthood, comics, autobiographical, book, sarah, pajamas, andersen, artist, young, modern, snowflake, networking, brooklyn, unbearable, weekends"
1956,"hazel, eisner, starcrossed, saga, kindergarten, award, evolve, exciting, adventure, begins, series, best, winner, learns, life"
1957,"maya, catrina, cat, raina, bahía, ghosts, luna, reunite, sister, family, fears, coast, la, neighbor, friendship"
1958,"kamala, marvel, avenger, heroes, khan, suits, city, gentrification, especially, renovation, mightiest, destroying, estate, automatons, picked"
1959,"futureon, future, kakeru, plea, naho, letter, realizes, destiny, student, begs, boy, japan, mystery, 11th, transfer"
1960,"marvel, comics, liu, comic, marjorie, writer, sana, creators, fiction, book, art, takeda, vona, japanese, voices"
1961,"childhood, saga, mysteries, writer, newspaper, vaughan, adventure, wonder, bestselling, halloween, story, uncover, private, 1988, times"
1962,"panther, wakanda, panthers, nation, african, uprising, nehisi, challa, survive, written, coates, monarchs, change, technology, feet"
1963,"patience, ghost, novel, suspenseful, author, fiction, graphic, uncanny, creator, life, quintessentially, anticipated, exuberant, psychedelic, clowesian"
1964,"saga, adventure, sand, fantasy, author, taldain, magical, survivor, kenton, darksider, sanderson, mysterious, white, imagery, forges"
1965,"lewis, trilogy, civil, congressman, powell, march, writer, nate, history, john, artist, aydin, andrew, rights, vivid"
1966,"poetry, princess, damsel, life, dandelions, tales, fairy, queen, inspirations, piece, collection, healing, stages, wishing, blowing"
1967,"poetry, poetess, lang, celestial, stars, words, planets, love, constellations, universe, writes, leav, evokes, wonders, prominently"
1968,"samantha, poetry, instagram, life, poems, sam, tumblr, living, 20s, jayne, millennials, undergrads, student, literally, glamorous"
1969,"stanzas, poetry, poems, sin, passion, fortitude, enduring, comfort, perseverance, loving, determination, vigor, book, turmoil, delight"
1970,"poems, poetry, vuong, vietnamese, book, coca, wounds, night, generation, debut, romance, palm, cadences, fresh, undaunted"
1971,"amani, mythical, jin, miraji, desert, djinn, mortals, hiza, sands, dustwalk, rakish, magic, al, destined, rebel"
1972,"novel, caroline, nazi, hitler, kasia, heroine, ravensbrück, poland, 1939, tragedy, war, ocean, kuzmerick, oberheuser, watchful"
1973,"maya, akaran, fate, realms, reincarnated, fortune, horoscope, wife, queen, kingdom, amar, unravel, compassion, life, trust"
1974,"grace, elegance, comfort, charm, newlyweds, charmed, graciousness, couple, love, house, dinner, meet, ease, inseparable, gardener"
1975,"octopus, novel, lily, adventure, book, companion, ted, racing, fiercely, heart, ride, pi, rain, magical, flask"
1976,"nix, sailing, map, myth, mythic, ship, century, place, land, father, lost, disappear, imagination, obsessed, time"
1977,"dill, lydia, venom, fangirl, bloodfall, edgy, vipers, jeff, grace, ending, obsession, novelist, zentner, travis, comic"
1978,"nadia, seventeen, young, youth, teen, secrets, aubrey, rebellious, turner, life, summer, luke, grief, novel, begins"
1979,"cat, griffin, kingdoms, fisa, itcatalia, disguised, kingmaker, realm, powerful, magic, realizes, gaze, knows, homicidal, soothsayer"
1980,"faye, samuel, mother, anderson, crime, family, news, mysterious, facts, secrets, lost, buried, generations, uncovering, andresen"
1981,"grace, charlie, anna, thriller, sister, haunted, hope, forgive, acting, mind, gripping, dan, things, discovering, train"
1982,"novel, jende, immigrant, jongas, cameroonian, clark, neni, eager, employers, opportunities, loyalty, chauffeur, executive, edwardses, trapdoors"
1983,"bliss, blisses, summer, fielding, devil, child, heaven, sal, feverish, runaway, forgotten, eerily, autopsy, breathed, enflame"
1984,"titanic, sinking, sepetys, escape, tragedy, shades, baltic, refugees, emilia, nazis, wilhelm, passengers, 1945, lost, lusitania"
1985,"mallory, survival, rider, friendship, survive, lifetime, stark, fear, life, childhood, lingering, learned, voice, truths, scars"
1986,"natasha, fate, destiny, dreams, futures, dreamer, universe, lives, love, believes, poet, moment, girl, meets, falls"
1987,"bond, kiss, kisses, romance, rune, befriended, lifetime, soul, seventeen, kristiansen, poppy, heartache, child, break, tearjerker"
1988,"scandal, andie, planned, politician, internship, clark, daughter, unexpected, future, life, weeks, having, talking, raised, spun"
1989,"shooting, magazine, bestseller, gun, suspenseful, book, chapters, school, decade, gritty, compelling, fictionalized, fears, buzzfeed, bustle"
1990,"lily, writer, letter, scribbles, pen, lyrics, secrets, unravel, heart, realizes, chemistry, mystery, intrigue, spelled, friends"
1991,"jamie, sherringford, sherlock, holmes, watson, detective, charlotte, estranged, murder, rivals, granddaughter, circumstances, student, dies, safer"
1992,"libby, jack, play, thinks, mvb, meets, dealing, girl, secret, tangled, swagger, charming, life, masselin, fattest"
1993,"amanda, novel, russo, meredith, hardy, andrew, hearted, girl, tells, love, realizes, yearning, secret, grant, keeping"
1994,"dill, lydia, venom, fangirl, bloodfall, edgy, vipers, jeff, grace, ending, obsession, novelist, zentner, travis, comic"
1995,"eden, novel, book, tiktok, author, amber, unravels, extraordinary, trauma, night, flynn, survive, heart, raw, buzzfeed"
1996,"lina, gelato, tuscany, mother, tale, secret, romances, fairy, uncovering, unearth, tells, sunshine, art, journal, choice"
1997,"jessie, sn, mysteries, hoax, desperation, unsolved, email, los, faith, school, meet, stepmonster, thinking, lifeline, pretentious"
1998,"seventeen, jonah, vivi, teens, shattered, collide, dancing, girl, wounds, love, old, summer, forever, story, stronger"
1999,"feyre, amarantha, fae, tamlin, rhysand, feared, evil, dazzling, night, soul, forgotten, deeds, court, high, looms"
2000,"shadowhunters, faeries, faerie, mortal, clare, dark, sunset, cassandra, emma, sequel, novel, mark, treacherous, mourning, investigates"
2001,"throne, aelin, kingdoms, glass, galathynius, prince, salvation, monsters, quest, erilea, lost, loyalties, dark, bestselling, odds"
2002,"battle, grisha, brekker, fate, jurda, kaz, ketterdam, redemption, rivals, revenge, cover, alternate, dark, secrets, parem"
2003,"raven, maggie, spellbinding, author, blue, death, irrepressible, fourth, love, stiefvater, thought, series, bestselling, sinister, believe"
2004,"mare, barrow, crown, rebellion, blood, silver, queen, darkness, betrayal, red, soul, hardened, deadly, maven, electrifying"
2005,"eadlyn, princess, fairytale, choice, ending, heart, love, suitors, imagined, realizes, illéa, parents, palace, impossible, important"
2006,"david, epics, calamity, epic, redemption, villainy, fate, menace, infamous, steelheart, firefight, lost, prof, powers, obliteration"
2007,"wonderland, catherine, hearts, alice, queen, fate, novel, attraction, cath, adventures, courtship, baker, joker, jest, infuriating"
2008,"elias, laia, traitor, emperor, flee, enemies, warden, veturius, soldiers, bloodthirsty, marcus, fugitives, scholars, helene, dark"
2009,"henry, novel, saving, ultimatum, choice, author, brawley, scientist, dealing, teenage, forever, suicide, push, dropout, begins"
2010,"amani, mythical, jin, miraji, desert, djinn, mortals, hiza, sands, dustwalk, rakish, magic, al, destined, rebel"
2011,"hanna, nik, space, station, fate, kerenza, heimdall, hypatia, characters, wormhole, saga, news, invasion, hope, notorious"
2012,"jane, queen, bride, princess, throne, lady, fantasy, king, romantical, historical, edward, uproarious, story, cynthia, cousin"
2013,"adelina, darkness, daggers, betrayed, empire, reign, queen, revenge, wolf, wounds, alliance, perilous, quest, triumphant, amouteru"
2014,"dragwyla, princess, lada, sultan, ruthlessness, sword, trilogy, loyalty, lineage, mehmed, siblings, brutal, nurtures, radu, unwittingly"
2015,"immortal, zeus, punish, apollo, mortals, gods, olympian, demigods, permanently, deity, olympus, human, blood, survive, camp"
