,description
1818,"narrator, literature, murder, deceit, nutshell, endeavour, story, perspective, speck, grain"
1819,"bliss, summer, town, heaven, runaway, heatwave, feverish, son, forgotten, enflame"
1820,"finale, trilogy, supernatural, massacre, mercedes, deadly, hospital, recovery, robinson, holly"
1821,"investigator, cadet, amelia, villager, pine, map, academy, reveal, gamache, spellbinding"
1822,"cruise, voyage, blacklock, ship, magazine, sail, cabin, dark, journalist, overboard"
1823,"dennis, mira, edward, saw, criminal, estate, family, mingled, scene, disappearance"
1824,"grace, elegance, charmed, newlywed, graciousness, house, couple, gardener, inseparable, meet"
1825,"scott, foggy, summer, painter, night, storm, fate, survivor, glow, young"
1826,"antoinetteʼs, antoinette, detective, murder, moran, squad, shadowy, aislinn, dreamed, polished"
1827,"megan, miranda, corinne, disappearance, nicolette, spellbinding, farrell, tyler, suspense, town"
1828,"maya, widowed, thrillerformer, daughter, pilot, murdered, husband, nanny, joe, cam"
1829,"neighbour, wall, house, police, fear, live, turn, limit, stair, happening"
1830,"murderer, melvin, murdered, criminal, convicted, killing, executed, decker, innocent, prison"
1831,"terror, marais, gabriel, mission, caliphate, natalie, spy, guerre, thriller, isi"
1832,"jean, police, harassment, marriage, accusing, taylor, asking, truth, lesson, carry"
1833,"detective, lip, erika, murder, uncovering, ice, secret, parted, discovers, body"
1834,"thriller, suspenseful, murder, sara, protagonist, daughter, troubled, wife, realizes, darkest"
1835,"detective, secret, uncover, discover, bury, reporter, tell, dead, hearted, kim"
1836,"murderer, blitz, blackout, spy, churchill, maggie, ripper, nazi, london, mutilating"
1837,"cora, slave, railroad, plantation, harrowing, underground, whitehead, civil, tale, caesar"
1838,"heroine, nazi, caroline, ravensbrück, poland, kasia, watchful, socialite, carefree, reveals"
1839,"indomitable, bolshevik, rostov, fiction, ingenuity, hotel, amor, kremlinite, erudition, tumultuous"
1840,"nurse, anna, lib, child, impoverished, wright, hoax, donnell, wonder, expects"
1841,"slave, plantation, effia, colonization, ghana, homegoing, descendant, harlem, contemporary, arrival"
1842,"sisterhood, heir, sister, bond, katherine, tudor, widowed, betrayal, queen, bride"
1843,"edison, paul, tesla, light, york, street, turn, famous, adversary, lawyer"
1844,"pulitzer, alaskan, eowyn, forrester, adventure, literary, married, snow, wolverine, stunningly"
1845,"whaling, voyage, ship, murderer, sail, sumner, harpooner, cabin, patrick, siege"
1846,"orphan, survivor, civil, reunion, forgotten, widower, abandon, wichita, kyle, war"
1847,"potter, thorne, rowling, harry, playwright, cursed, jack, youngest, family, story"
1848,"stone, london, obsidian, magical, prince, bard, visited, fall, month, event"
1849,"mistborn, trilogy, scadrial, kandra, railroad, ladrian, edwarn, discovers, shadowy, event"
1850,"fae, werewolf, tension, mercy, adam, human, coyote, protect, war, matter"
1851,"laurence, patricia, magician, francisco, armstead, scientist, witch, wind, childhood, delfine"
1852,"kate, mercenary, daniel, kidnapped, magic, demigod, ending, roland, marries, grim"
1853,"curse, silence, lock, soul, escape, word, speak, throne, enchantment, beguile"
1854,"humanity, humankind, peace, cassandra, century, companionship, tolerate, exploited, wolf, corbyn"
1855,"essun, alabaster, shelter, fate, destroyer, seal, stillness, daughter, forever, missing"
1856,"anthology, bookmaking, fiction, nebula, publishing, collection, menagerie, liu, ken, hugo"
1857,"worshipped, humankind, immortal, immemorial, doom, myth, raithe, begun, rebellion, persephone"
1858,"druid, archdruid, theophilus, atticus, norse, immortal, loki, legion, divination, quest"
1859,"rook, spirited, sequel, supernatural, threat, alliance, enmity, thomas, avert, bureaucratic"
1860,"eleanor, wayward, nancy, home, west, childrenno, wardrobe, shadow, arrival, disappeared"
1861,"vampire, prince, kinrade, fantasy, karpov, demon, outlander, romance, arianna, night"
1862,"emperor, ruled, lightbringer, imprisoned, king, prismthe, dungeon, fate, magical, satrapies"
1863,"lily, ryle, love, spark, hurt, stubborn, kindred, assertive, corrigan, named"
1864,"lilly, freedom, linton, life, brood, girl, wit, stranger, squalling, century"
1865,"naomi, solitude, nightmare, lost, cellar, dark, away, keaton, xander, breath"
1866,"brotherhood, dagger, alliance, battle, slayer, mortal, journey, weakness, mary, priority"
1867,"gideon, love, marrying, falling, vow, entwined, battle, committing, greatest, refuge"
1868,"billie, george, earldom, marry, rokesby, fate, eldest, perfectly, unexpected, tomboyish"
1869,"throne, akielos, damianos, prince, regent, damen, battle, sworn, revelation, identity"
1870,"royal, ruin, decree, callum, ella, harper, wealth, mansion, survivor, pragmatic"
1871,"opponent, nemesis, rival, battle, aggressive, templeman, dislike, joshua, overcome, lucy"
1872,"dean, enrolla, campus, novio, crisis, entrega, cuando, protagonistas, una, esté"
1873,"vanessa, housekeeper, quitting, wall, plan, aiden, underwear, feel, godmother, fairy"
1874,"tyler, ellie, edson, ellison, family, lifestyle, fresh, fallen, college, wildland"
1875,"ending, suddenly, expect, barking, attract, mesmerized, morning, traipsed, ride, text"
1876,"playboy, rock, gossip, bedroom, ocean, charlotte, jewel, rich, fiancée, lady"
1877,"justin, roommate, house, dream, summer, teenager, loved, sharing, heart, hardass"
1878,"eminem, meet, talk, misha, smile, miss, letter, fault, teacher, perfect"
1879,"darrow, surrender, mercy, peace, warrior, war, enslaved, destiny, honor, revolution"
1880,"trilogy, thriller, jason, awakens, wayward, mindbending, pine, journey, dessen, stranger"
1881,"leia, rebellion, vader, darth, senate, republic, empire, partisan, threat, birth"
1882,"mankind, earth, society, cosmos, human, life, journey, decade, joshua, evolve"
1883,"rose, dakota, discovery, named, unravelling, girl, unsolved, wall, bike, deadwood"
1884,"survival, adventure, contestant, life, challenge, game, line, alexandra, zoo, blur"
1885,"victor, jackdaw, thriller, runaway, slavery, salvation, underground, trail, airline, office"
1886,"connie, marriage, lighthearted, romantic, heart, communicate, flannigan, nora, fiction, willis"
1887,"cordelia, vorkosigan, future, fiction, destiny, mile, galactic, widowed, sergyar, oliver"
1888,"lovelace, crewmates, intergalactic, space, firefly, universe, ship, beloved, joss, discover"
1889,"planet, crisis, mission, emerging, spacecraft, commonwealth, rebellion, invasion, extraordinary, bienvenido"
1890,"trilogy, gambit, cheris, fortress, siege, battle, tactician, massacred, hexarchate, traitor"
1891,"plague, pandemic, outbreak, wildfire, deadly, hospital, unborn, cremation, spore, jakob"
1892,"garden, mansion, gardener, butterfly, maya, kidnapped, survivor, isolated, agent, eddison"
1893,"supernatural, finley, thriller, hollow, daughter, disappearance, lisa, abbey, finalist, dream"
1894,"abby, gretchen, supernatural, exorcist, exorcism, thriller, friendship, school, unspeakable, charleston"
1895,"συνδεόµενες, ιστορίες, συνοδευόµενος, άττικους, φαντασίας, πατέρας, κινδύνους, διαχωρισµού, νοµοθεσίας, λογοτεχνία"
1896,"york, magic, brooklyn, hustle, occult, sorceress, wealthy, thomas, folk, cast"
1897,"alex, supernatural, vampirism, cassie, agency, nightlife, grace, schwartz, espionage, promising"
1898,"marine, beirut, mission, memoir, hunter, sushi, bethesda, yakuza, office, gardenier"
1899,"subterranean, underground, slave, novella, whitlock, survival, buried, escape, fortress, society"
1900,"ghostly, haunting, ghost, shaken, supernatural, disappearance, teenager, family, folktale, tommy"
1901,"emmy, amy, comedian, actress, storyteller, schumer, laughing, teenage, heartfelt, unforgettable"
1902,"anna, actress, starred, ordinary, autobiographical, film, broadway, academy, kendrick, charmingly"
1903,"mother, kate, mom, crazyjewishmom, instagram, parenting, siegel, life, helicopter, outrageous"
1904,"comedian, comedic, comic, phoebe, podcast, robinson, lisa, voice, conversational, racial"
1905,"phil, dan, adventure, futurebook, tour, journey, howell, shortlisted, sunlight, revealing"
1906,"norm, memoir, hiatus, comedy, comic, stand, macdonald, refused, manuscript, greatest"
1907,"comedic, comedy, darkly, voice, grammy, onstage, tragedy, untitled, hearted, cancer"
1908,"seinfeld, seinfeldia, sitcom, kramer, comedian, jerry, elaine, hilarious, nbc, joe"
1909,"womanhood, comedian, femininity, candidly, york, miss, modern, tomboy, voice, grew"
1910,"comedian, michael, ian, father, mother, tucker, laugh, black, punch, hilariously"
1911,"gaiman, cornucopia, nonfiction, intellect, thoughtful, storytelling, erudite, neil, bookshop, inquisitive"
1912,"syed, adnan, murder, convicted, journalist, forensics, narrative, chaudry, exonerating, appeal"
1913,"sociologist, desmond, poverty, evicted, family, milwaukee, matthew, roof, princeton, century"
1914,"loneliness, lonely, intimately, life, inhabiting, explore, mean, warhol, art, hoarding"
1915,"modern, contemporary, generation, culture, subjective, certainty, profound, perceive, tyson, rock"
1916,"dark, welfare, billionaire, worker, economic, profound, america, journalism, electoral, expose"
1917,"challenged, analyst, executive, insight, entrepreneur, act, groundbreaking, politics, improving, originality"
1918,"perseverance, educator, succeed, grit, achievement, duckworth, talent, interviewing, psychologist, cadet"
1919,"veteran, soldiering, junger, turmoil, tribal, individualist, psychology, stress, modern, faced"
1920,"visionary, literature, philosophy, achieve, ego, roosevelt, eleanor, career, specialness, history"
1921,"productivity, science, think, managing, life, world, transform, explores, today, new"
1922,"profession, achieve, skill, ethic, cultivating, training, distraction, increasingly, work, deep"
1923,"kalanithi, life, memoir, neurosurgeon, mortality, medical, cancer, lung, wrote, future"
1924,"mother, cooper, anderson, memoir, affectionate, journalist, timeless, conversation, revealing, thoughtful"
1925,"bestselleroprah, memoir, chronicle, journey, marriage, doyle, club, warrior, strong, melton"
1926,"springsteen, songwriter, elvis, song, lyricism, autobiography, rock, relentless, loner, darkness"
1927,"lab, scientist, laboratory, jahren, discovery, studied, adventure, classroom, relationship, named"
1928,"hillbilly, elegy, vance, aunt, yale, legacy, grandparent, appalachia, raised, saga"
1929,"nonfiction, novelist, fiction, jennifer, daughter, columnist, tina, activist, modern, junkie"
1930,"lena, feminist, shrill, literary, outspoken, woman, voice, published, dunham, audience"
1931,"dylan, grief, klebold, distress, columbine, indescribable, teacher, journal, raised, harris"
1932,"ruth, remarries, preacher, memoir, resilience, marriage, recounted, mother, faithful, birth"
1933,"lust, memoir, augusten, burroughs, scissors, relationship, chronicling, examines, demise, detailing"
1934,"nike, shoe, knight, brand, athletic, founder, humble, memoir, startup, borrowed"
1935,"clinton, hillary, presidential, kennedy, nixon, jackie, obama, nancy, woman, rosalynn"
1936,"woman, single, rebecca, journalist, york, contemporary, notable, heterosexual, unmarried, traister"
1937,"colonial, slavery, downtrodden, eugenics, society, reconstruction, injustice, history, civil, liberty"
1938,"history, nasa, astronaut, mathematician, civil, movement, race, woman, mankind, york"
1939,"austin, murder, journalist, terrorized, novelistic, narrative, stalked, ripper, metropolis, infamous"
1940,"arnold, surrender, champlain, war, york, revolution, tyrant, rebellion, liberty, continental"
1941,"nixon, kennedy, nixonwith, eisenhower, presidency, president, lyndon, khrushchev, watergate, portrait"
1942,"hiroshima, internment, japanese, soldier, reconciliation, fukuharas, pearl, atomic, family, chronicle"
1943,"gene, eugenics, darwin, genome, genetics, biology, evolution, scientific, humanity, heredity"
1944,"roach, soldier, marine, studio, submarine, corp, archival, mary, amputee, fashion"
1945,"neuroscience, schizophrenia, neurosurgeon, psychosurgeons, grandfather, immortal, lobotomy, henrietta, seizure, asylum"
1946,"brain, neuroscientist, consciousness, mind, stride, experience, life, insomnia, superstition, flip"
1947,"charitable, stroke, wealth, desert, suffering, inspiration, alcoholic, father, growing, ruth"
1948,"nature, tree, journey, walk, neighborhood, squirrel, flora, discover, johnson, narrative"
1949,"interdisciplinary, activity, cognitive, organizing, exploration, insight, algorithm, computer, scientist, life"
1950,"microbiome, squid, microbial, bacteria, microbe, worm, creature, beetle, nature, immune"
1951,"technological, technology, future, trend, revolutionize, industry, demand, driven, guide, kevin"
1952,"discrimination, mathematical, democracy, undermining, life, theory, algorithm, judged, data, according"
1953,"chili, breakfast, food, dinner, cooking, dish, bacon, zanzibar, instagramming, chrissy"
1954,"culinary, restaurant, lobster, food, consumer, beef, fraud, cheese, parmigiano, journalist"
1955,"adulthood, autobiographical, career, snowflake, young, life, modern, comic, sarah, street"
1956,"adventure, starcrossed, kindergarten, eisner, jump, saga, exciting, evolve, award, hazel"
1957,"catrina, maya, town, reunite, raina, ghost, family, neighbor, luna, bahía"
1958,"marvel, kamala, avenger, hero, khan, favorite, renovation, suit, city, creates"
1959,"future, futureon, letter, kakeru, naho, student, grade, class, plea, prank"
1960,"marvel, comic, liu, designer, marjorie, art, teenage, fiction, sega, japan"
1961,"cliff, newspaper, vaughan, childhood, saga, adventure, artist, wonder, chiang, uncover"
1962,"panther, wakanda, african, nation, nehisi, uprising, famed, award, warrior, illustrated"
1963,"psychedelic, ghost, fiction, creator, suspenseful, uncanny, illustration, breathtaking, page, quintessentially"
1964,"saga, adventure, sanderson, fantasy, survivor, brandon, darksider, ross, sand, legendary"
1965,"lewis, civil, congressman, trilogy, powell, nate, march, history, artist, generation"
1966,"life, dandelion, poetry, princess, damsel, fairy, tale, inspiration, grief, healing"
