Title,Author,Rating,User_id,isbn,num_ratings,avg_rating,num_pages,review,date_started,date_read,date_added,format,date_pub_edition
"When The King Falls
        (Vampire Royals #1)","Niehoff, Marie*",5,107278051,3499011751,"7,406",3.90,411pp,None,"Apr 17, 2025","Apr 28, 2025","Dec 17, 2023",Paperback,"Oct 17, 2023"
Weihnachten in Cornwall,"Summers, Mila",3,107278051,,422,3.23,310pp,None,"Dec 15, 2023","Dec 20, 2023","Dec 15, 2023",Kindle Edition,"Oct 22, 2020"
"Iron Flame
        (Flammengeküsst, #2)","Yarros, Rebecca*",5,107278051,,"2,146,676",4.37,905pp,None,"Dec 10, 2023","Dec 17, 2023","Dec 03, 2023",Kindle Edition,"Dec 01, 2023"
My Boss for Christmas (Boss Romane),"Zesi, Miamo S.",2,107278051,,4,2.50,210pp,None,"Dec 03, 2023","Dec 15, 2023","Dec 03, 2023",Paperback,"Jul 27, 2023"
A Boss for Christmas (Boss Romane),"Zesi, Miamo S.",3,107278051,,7,3.86,238pp,None,"Nov 26, 2023","Dec 03, 2023","Nov 26, 2023",Paperback,"Jul 28, 2023"
Ich in deinen Augen,"Toon, Paige*",3,107278051,3104915415,"8,955",4.10,416pp,None,"Nov 15, 2023","Nov 25, 2023","Nov 15, 2023",Kindle Edition,"Oct 01, 2023"
"Fallen Princess
        (Everfall Academy, #1)","Kasten, Mona",3,107278051,3736321481,"8,095",3.83,428pp,None,"Nov 10, 2023","Nov 19, 2023","Nov 10, 2023",Hardcover,"Nov 07, 2023"
"A Place to Shine
        (Cherry Hill, #4)","Lucas, Lilly",4,107278051,3426528649,"3,035",4.27,384pp,None,"Nov 05, 2023","Nov 15, 2023","Nov 05, 2023",Paperback,"Aug 01, 2023"
"Whisper of Sins: Sturmherz
        (Sündenreihe, #2)","Maibach, Juliane",4,107278051,,145,4.10,347pp,None,"Oct 08, 2023","Nov 04, 2023","Oct 08, 2023",Kindle Edition,"Nov 01, 2022"
"Whisper of Sins: Kristallblut
        (Sündenreihe, #1)","Maibach, Juliane",4,107278051,,244,3.69,324pp,None,"Sep 28, 2023","Oct 08, 2023","Sep 28, 2023",Kindle Edition,"Sep 02, 2022"
"Du bist mein
        (Taken Princess #1)","Wonda, J.S.",4,107278051,,431,3.97,300pp,None,"Sep 11, 2023","Sep 18, 2023","Sep 11, 2023",Kindle Edition,"Oct 26, 2019"
"Fürchte dich vor mir
        (Hunting Angel #3)","Wonda, J.S.",4,107278051,,520,4.04,314pp,None,"Sep 08, 2023","Sep 11, 2023","Sep 08, 2023",Kindle Edition,"Aug 14, 2019"
"Du wirst mir verfallen
        (Hunting Angel #2)","Wonda, J.S.",4,107278051,,581,4.04,314pp,None,"Sep 05, 2023","Sep 08, 2023","Sep 05, 2023",Kindle Edition,"Jul 12, 2019"
"Lass uns spielen
        (Hunting Angel #1)","Wonda, J.S.",4,107278051,,881,3.78,195pp,None,"Sep 02, 2023","Sep 05, 2023","Sep 02, 2023",Kindle Edition,"Jun 06, 2019"
"A Place to Grow
        (Cherry Hill, #2)","Lucas, Lilly",4,107278051,3426528622,"4,262",4.23,352pp,None,"Aug 29, 2023","Sep 16, 2023","Aug 29, 2023",Paperback,"Sep 01, 2022"
"A Place to Belong
        (Cherry Hill, #3)","Lucas, Lilly",4,107278051,3426528630,"3,336",4.21,336pp,None,"Sep 16, 2023","Nov 05, 2023","Aug 29, 2023",Paperback,"Apr 03, 2023"
"Rache & Feuer
        (WiccaCreed, #3)","Woolf, Marah*",5,107278051,3985955476,"2,828",3.80,528pp,None,"Dec 17, 2023",Jan 2024,"Aug 28, 2023",Hardcover,"Dec 05, 2023"
"Schuld & Sünde
        (WiccaCreed, #2)","Woolf, Marah*",5,107278051,,"3,710",4.12,505pp,None,"Aug 28, 2023","Sep 02, 2023","Aug 28, 2023",Kindle Edition,"Aug 08, 2023"
"Du bedeutest meinen Tod
        (Catching Beauty, #3)","Wonda, J.S.",5,107278051,,"1,373",3.94,331pp,None,"Aug 26, 2023","Aug 28, 2023","Aug 28, 2023",Kindle Edition,"Mar 19, 2019"
"A Place to Love
        (Cherry Hill, #1)","Lucas, Lilly",4,107278051,3426528614,"5,859",4.15,352pp,None,"Aug 24, 2023","Aug 27, 2023","Aug 24, 2023",Paperback,"May 02, 2022"
"Vom Glück, allein zu sein: Wie wir die Zeit mit uns selbst genießen können","Ritter, Marie Luise",5,107278051,3492604668,"1,071",4.01,241pp,None,"Aug 21, 2023","Nov 18, 2023","Aug 21, 2023",Kindle Edition,"Jun 29, 2023"
"Du entkommst mir nicht
        (Catching Beauty, #2)","Wonda, J.S.",5,107278051,,"1,700",3.95,249pp,None,"Aug 19, 2023","Aug 26, 2023","Aug 19, 2023",Kindle Edition,"Feb 01, 2019"
"Die Tote am Fastensee
        (Die Inselkommissarin, #10)","Johannsen, Anna",4,107278051,2496712138,231,4.15,319pp,None,"Aug 09, 2023","Aug 12, 2023","Aug 09, 2023",Kindle Edition,"Jun 20, 2023"
Book Lovers,"Henry, Emily*",4,107278051,0593334833,"1,397,138",4.11,377pp,None,"Jan 07, 2024","Jan 13, 2024","Aug 03, 2023",Paperback,"May 03, 2022"
"Red, White & Royal Blue","McQuiston, Casey*",3,107278051,1250316774,"1,158,835",4.06,448pp,None,"Feb 15, 2025","Feb 27, 2025","Aug 03, 2023",Paperback,"May 14, 2019"
"Icebreaker
        (UCMH, #1)","Grace, Hannah*",3,107278051,,"1,148,237",3.77,447pp,None,"Dec 30, 2023","Jan 07, 2024","Aug 03, 2023",Kindle Edition,"Nov 22, 2022"
"It Starts with Us
        (It Ends with Us, #2)","Hoover, Colleen*",4,107278051,1668001225,"1,982,475",3.85,324pp,None,"Feb 19, 2024","Mar 30, 2024","Aug 03, 2023",Paperback,"Oct 18, 2022"
"It Ends with Us
        (It Ends with Us, #1)","Hoover, Colleen*",5,107278051,1668021048,"4,309,998",4.11,386pp,None,"Nov 08, 2023","Feb 19, 2024","Aug 03, 2023",Kindle Edition,"Apr 18, 2023"
"A Court of Thorns and Roses
        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",4,107278051,1635575567,"3,734,751",4.17,419pp,None,"Mar 24, 2024","Apr 16, 2024","Aug 03, 2023",Paperback,"Jun 02, 2020"
Happy Place,"Henry, Emily*",5,107278051,0593441273,"1,256,675",3.96,400pp,None,"Jul 02, 2024","Jul 11, 2024","Aug 03, 2023",Hardcover,"Apr 25, 2023"
"Fourth Wing
        (The Empyrean, #1)","Yarros, Rebecca*",5,107278051,1649374046,"2,962,138",4.58,517pp,None,"Nov 19, 2023","Dec 10, 2023","Aug 03, 2023",Hardcover,"May 02, 2023"
Boston Nights - Wahres Verlangen,"Young, Samantha*",3,107278051,3745700481,"26,015",3.71,352pp,None,"Jul 17, 2023","Jul 29, 2023","Jul 17, 2023",Paperback,Dec 2019
"Twisted Lies
        (Twisted, #4)","Huang, Ana*",4,107278051,,"597,191",4.18,530pp,None,"Jul 15, 2023","Aug 09, 2023","Jul 15, 2023",Kindle Edition,"Jun 30, 2022"
Sleepless in Manhattan,"Keeland, Vi*",4,107278051,3736315406,"29,878",4.14,464pp,None,"Jul 09, 2023","Jul 16, 2023","Jul 09, 2023",Paperback,"Jun 25, 2021"
Hate Notes,"Keeland, Vi*",4,107278051,1503959481,"80,289",4.12,306pp,None,"Jul 06, 2023","Jul 09, 2023","Jul 06, 2023",Kindle Edition,"Nov 06, 2018"
"Twisted Hate
        (Twisted, #3)","Huang, Ana*",4,107278051,,"695,826",3.96,522pp,None,"Jul 03, 2023","Jul 15, 2023","Jul 03, 2023",Kindle Edition,"Jan 27, 2022"
Fragile Heart,"Kasten, Mona",4,107278051,3736319606,"14,220",4.14,480pp,None,"Jun 26, 2023","Jul 06, 2023","Jun 26, 2023",Hardcover,"Nov 22, 2022"
"Twisted Games
        (Twisted, #2)","Huang, Ana*",4,107278051,,"933,592",4.09,456pp,None,"Jun 22, 2023","Jul 03, 2023","Jun 22, 2023",Kindle Edition,"Jul 29, 2021"
"Twisted Love
        (Twisted, #1)","Huang, Ana*",5,107278051,,"1,410,515",3.72,360pp,None,"Jun 17, 2023","Jun 22, 2023","Jun 17, 2023",Kindle Edition,"Apr 29, 2021"
Lonely Heart,"Kasten, Mona",4,107278051,3736319002,"20,197",4.21,416pp,None,"Jun 15, 2023","Jun 26, 2023","Jun 15, 2023",Hardcover,"Apr 27, 2022"
"WINTER
        (Smoke, #3.5)","Wonda, J.S.",4,107278051,,228,4.00,136pp,None,"Jun 15, 2023","Jun 17, 2023","Jun 15, 2023",Kindle Edition,"Dec 22, 2020"
"Was man bei Licht nicht sehen kann
        (Vergissmeinnicht, #1)","Gier, Kerstin",3,107278051,3949465006,"17,818",4.03,480pp,None,"Jun 08, 2023","Jun 15, 2023","Jun 08, 2023",Hardcover,"Sep 29, 2021"
"Cinder: Sie ist dein Tod
        (Smoke, #3)","Wonda, J.S.",5,107278051,,604,3.75,315pp,None,"Jun 07, 2023","Jun 15, 2023","Jun 07, 2023",Kindle Edition,"Nov 26, 2020"
"Blaze: Er ist dein Feuer
        (Smoke #2)","Wonda, J.S.",5,107278051,,764,3.94,335pp,None,"May 28, 2023","Jun 07, 2023","May 28, 2023",Kindle Edition,"Oct 24, 2020"
"Vielleicht Irgendwann
        (Vielleicht, #3)","Wahl, Carolin*",4,107278051,3743210975,"5,728",4.21,416pp,None,"May 28, 2023",Jun 2023,"May 28, 2023",Paperback,"Apr 06, 2022"
"Smoke: Du bist sein Besitz
        (Smoke, #1)","Wonda, J.S.",5,107278051,,"1,277",3.62,304pp,None,"May 24, 2023","May 28, 2023","May 24, 2023",Kindle Edition,"Sep 18, 2020"
"Vielleicht nie
        (Vielleicht, #2)","Wahl, Carolin*",4,107278051,3743210967,"5,677",4.20,416pp,None,"May 24, 2023","May 28, 2023","May 24, 2023",Paperback,"Oct 13, 2021"
Shadows and Sins,"Kerr, Ambra",4,107278051,,168,3.81,423pp,None,"May 14, 2023","May 24, 2023","May 14, 2023",Kindle Edition,"Mar 28, 2023"
"Vielleicht Jetzt
        (Vielleicht, #1)","Wahl, Carolin*",4,107278051,3743210959,"8,406",4.03,448pp,None,"May 10, 2023","May 24, 2023","May 10, 2023",Paperback,"Jul 21, 2021"
"The American Roommate Experiment
        (Love Deception, #2)","Armas, Elena*",4,107278051,1668002779,"252,727",3.80,400pp,None,"May 05, 2023","May 10, 2023","May 05, 2023",Paperback,"Sep 06, 2022"
"Das Kind in mir will achtsam morden
        (Achtsam morden #2)","Dusse, Karsten",3,107278051,3453424441,"5,327",3.96,480pp,None,"May 04, 2023",Jul 2023,"May 04, 2023",Paperback,"May 11, 2020"
"Verborgene Magie
        (Ravenhall Academy, #1)","Kuhn, Julia",1,107278051,355130467X,"3,605",3.31,400pp,None,"Apr 29, 2023","May 14, 2023","Apr 29, 2023",Paperback,"Apr 27, 2023"
"The Shades of Tears and Silence
        (November's Death #1)","White, Alectra*",2,107278051,,"2,705",3.58,230pp,None,"Apr 29, 2023","Apr 29, 2023","Apr 29, 2023",Kindle Edition,"May 21, 2022"
"The Sea in your Heart
        (Island, #2)","Mohn, Kira",3,107278051,3499006642,"1,263",3.96,320pp,None,"Apr 23, 2023","Apr 29, 2023","Apr 23, 2023",Paperback,"Apr 12, 2022"
"Hunting Adeline
        (Cat and Mouse, #2)","Carlton, H.D.*",5,107278051,,"514,751",4.09,702pp,None,"Apr 19, 2023","Apr 29, 2023","Apr 19, 2023",Kindle Edition,"Jan 28, 2022"
"The Sky in your Eyes
        (Island, #1)","Mohn, Kira",3,107278051,3499006634,"2,421",3.87,336pp,None,"Apr 14, 2023","Apr 23, 2023","Apr 14, 2023",Paperback,"Nov 16, 2021"
"Haunting Adeline
        (Cat and Mouse, #1)","Carlton, H.D.*",5,107278051,,"760,078",3.95,583pp,None,"Apr 12, 2023","Apr 19, 2023","Apr 12, 2023",Kindle Edition,"Aug 12, 2021"
"Achtsam morden
        (Achtsam morden #1)","Dusse, Karsten",4,107278051,3453439686,"15,863",4.04,415pp,None,"Apr 11, 2023","Apr 28, 2023","Apr 11, 2023",Paperback,"Jun 10, 2019"
Secret Whisper - Der Fluch: Band 3,"Völker, Jenny*",5,107278051,,16,4.12,307pp,None,"Apr 09, 2023","Apr 12, 2023","Apr 09, 2023",Kindle Edition,"Apr 05, 2023"
"Zeichen & Omen
        (WiccaCreed, #1)","Woolf, Marah*",5,107278051,3985955921,"5,475",4.06,528pp,None,"Apr 02, 2023","Apr 09, 2023","Apr 02, 2023",Hardcover,"Mar 28, 2023"
Die geilste Lücke im Lebenslauf,"Martin, Nick",4,107278051,3958892493,476,4.24,288pp,None,"Apr 02, 2023","Apr 14, 2023","Apr 02, 2023",Paperback,"Sep 05, 2019"
Secret Whisper - Die Gabe: Band 2,"Völker, Jenny*",5,107278051,,19,4.11,288pp,None,"Mar 31, 2023","Apr 02, 2023","Mar 31, 2023",Kindle Edition,"Feb 05, 2023"
Secret Whisper - Das Erbe: Band 1,"Völker, Jenny*",5,107278051,,35,3.80,289pp,None,"Mar 26, 2023","Mar 31, 2023","Mar 26, 2023",Kindle Edition,"Dec 05, 2022"
Er folgt dir,"Hartman, Corine*",4,107278051,9180360505,140,3.55,0pp,None,"Mar 24, 2023","Apr 02, 2023","Mar 24, 2023",Audiobook,"Sep 24, 2021"
Sorry,"Iosivoni, Bianca*",5,107278051,3328108890,"4,580",3.83,400pp,None,"Apr 29, 2023",May 2023,"Mar 19, 2023",Paperback,"Mar 08, 2023"
Redhill College: Liam & Cat,"Carrol, Judith B.",5,107278051,3962044132,523,4.04,314pp,None,"Mar 15, 2023","Mar 26, 2023","Mar 15, 2023",Kindle Edition,"May 29, 2022"
"Bad Influence. Reden ist Silber, Posten ist Gold","Hasse, Stefanie*",3,107278051,3473402214,711,3.87,416pp,None,"Mar 15, 2023","Mar 24, 2023","Mar 15, 2023",Hardcover,"Feb 01, 2022"
Kissing in the Rain,"Moran, Kelly*",5,107278051,3499006065,"2,309",4.03,480pp,None,"Mar 05, 2023","Mar 13, 2023","Mar 05, 2023",Paperback,"May 18, 2021"
"Feuer und Rauch
        (Arkturus Akademie, #5)","Knorr, A.L.*",4,107278051,,993,4.55,265pp,None,"Mar 03, 2023","Mar 15, 2023","Mar 03, 2023",Kindle Edition,"Mar 10, 2022"
"Legenden von Feuer
        (Arkturus Akademie, #4)","Knorr, A.L.*",5,107278051,,948,4.55,228pp,None,"Feb 26, 2023","Mar 03, 2023","Feb 26, 2023",Kindle Edition,"Jan 29, 2022"
Dein Blick in meine Seele (Perfect Love),"Saxx, Sarah*",5,107278051,2496712383,85,4.04,351pp,None,"Feb 21, 2023","Mar 05, 2023","Feb 21, 2023",Kindle Edition,"Feb 14, 2023"
"A Kiss Stronger Than Death
        (Last Goddess, #2)","Iosivoni, Bianca*",4,107278051,3473585858,814,3.52,352pp,None,"Feb 04, 2023","Apr 11, 2023","Feb 04, 2023",Paperback,"Apr 30, 2021"
"Spiele mit Feuer
        (Arkturus Akademie, #3)","Knorr, A.L.*",4,107278051,,860,4.48,286pp,None,"Jan 30, 2023","Feb 26, 2023","Jan 30, 2023",Kindle Edition,"Dec 16, 2021"
"Hiding Hurricanes
        (Fletcher University, #3)","Fischer, Tami*",4,107278051,3426525542,"3,570",4.09,416pp,None,"Jan 28, 2023","Feb 21, 2023","Jan 28, 2023",Paperback,"Jun 02, 2020"
"Sinking Ships
        (Fletcher University, #2)","Fischer, Tami*",4,107278051,3426524961,"4,338",4.13,384pp,None,"Jan 12, 2023","Jan 28, 2023","Jan 12, 2023",Paperback,"Nov 04, 2019"
"A Fate Darker than Love
        (Last Goddess, #1)","Iosivoni, Bianca*",5,107278051,3473585777,"1,588",3.59,352pp,None,"Dec 29, 2022","Jan 07, 2023","Dec 29, 2022",Paperback,"Oct 29, 2020"
Christmas Kisses. Ein Adventskalender,"Flint, Alexandra",5,107278051,3473586218,"1,043",3.56,480pp,None,"Dec 03, 2022","Dec 30, 2022","Dec 03, 2022",Paperback,"Aug 01, 2022"
Eine Spionin zu Weihnachten,"Bernson, Marit",5,107278051,,54,3.61,252pp,None,"Nov 22, 2022","Nov 24, 2022","Nov 22, 2022",Kindle Edition,"Nov 01, 2021"
"Fire Trap
        (Arcturus Academy, #2;)","Knorr, A.L.*",5,107278051,,914,4.35,264pp,None,"Jan 24, 2023","Jan 30, 2023","Nov 22, 2022",Kindle Edition,"Oct 15, 2020"
Frauen und Macht. Ein Manifest,"Beard, Mary",3,107278051,3103973993,"38,058",4.02,112pp,None,"Nov 13, 2022","Nov 21, 2022","Nov 13, 2022",Hardcover,Mar 2018
Feminismus - Das Buch zur Frauenbewegung: Emanzipation der Frau in Deutschland und der Welt aus Sicht einer Feministin,"Wagner, Beate",Invalid rating,107278051,,17,3.06,173pp,None,"Nov 11, 2022","Nov 13, 2022","Nov 11, 2022",Paperback,"Jul 23, 2021"
"Schüler des Feuers
        (Arkturus Akademie, #1)","Knorr, A.L.*",5,107278051,,"1,383",4.23,331pp,None,"Nov 06, 2022","Nov 22, 2022","Nov 06, 2022",Kindle Edition,"Oct 06, 2021"
"Der Ahorn im Sturm
        (Die Breitenbach Saga 2)","Baites, Mina",4,107278051,2919806386,52,4.00,318pp,None,"Oct 22, 2022","Nov 09, 2022","Oct 22, 2022",Kindle Edition,"Nov 19, 2019"
The Future Is Female!: Was Frauen über Feminismus denken,"Curtis, Scarlett*",5,107278051,3442159822,"16,460",4.00,416pp,None,"Oct 16, 2022","Feb 04, 2023","Oct 14, 2022",Paperback,"Oct 08, 2018"
"Der weiße Ahorn
        (Die Breitenbach Saga 1)","Baites, Mina",5,107278051,2919806262,75,4.05,312pp,None,"Oct 12, 2022","Oct 22, 2022","Oct 12, 2022",Kindle Edition,"Feb 26, 2019"
Nicht ohne meine Tochter,"Mahmoody, Betty",4,107278051,3404611306,"37,318",4.18,543pp,None,"Oct 05, 2022","Oct 19, 2022","Oct 09, 2022",Paperback,May 1990
"Das Paradies ist weiblich: 20 Einladungen in eine Welt, in der Frauen das Sagen haben","Raich, Tanja",4,107278051,3036958703,177,3.66,256pp,None,"Oct 08, 2022","Oct 16, 2022","Oct 08, 2022",Hardcover,"Feb 22, 2022"
Trümmermädchen - Annas Traum vom Glück,"Bernstein, Lilly",5,107278051,3548063411,405,4.39,497pp,None,"Sep 24, 2022","Oct 12, 2022","Sep 24, 2022",Paperback,"Nov 02, 2020"
"Ein neuer Horizont
        (Eine neue Hoffnung #2)","Steinborn, Margit",5,107278051,2496707274,135,4.27,0pp,None,"Aug 31, 2022","Sep 24, 2022","Aug 31, 2022",Kindle Edition,"May 18, 2021"
"Ein neuer Himmel
        (Eine neue Hoffnung #1)","Steinborn, Margit",5,107278051,,273,4.26,unknown,None,"Aug 02, 2022","Aug 31, 2022","Aug 02, 2022",ebook,"Jun 09, 2020"
"Wenn Feuer erwacht
        (Die Weltenfalten, #1)","Völker, Jenny*",5,107278051,3751969349,90,3.87,332pp,None,"Jul 21, 2022","Jul 25, 2022","Jul 21, 2022",Paperback,"Aug 03, 2020"
Die Diplomatin,"Fricke, Lucy",4,107278051,3546100050,"2,692",3.68,256pp,None,"Jul 09, 2022","Jul 16, 2022","Jul 21, 2022",Hardcover,"Mar 10, 2022"
"Das Mädchen, das den IS besiegte: Faridas Geschichte","Khalaf, Farida",5,107278051,3732523594,"5,810",4.39,257pp,None,"Jul 04, 2022","Jul 08, 2022","Jul 04, 2022",Kindle Edition,"Jan 21, 2016"
Das Buch der Sinne,"Steel, Lara",4,107278051,,242,3.28,272pp,None,"Jun 30, 2022","Jul 04, 2022","Jun 30, 2022",Kindle Edition,"Mar 12, 2018"
Rettungsgasse ist kein Straßenname: Die Abenteuer eines Notfallsanitäters und Feuerwehrmanns,"Niessen, Jörg",5,107278051,3959101775,78,3.68,225pp,None,"Jun 28, 2022","Jun 30, 2022","Jun 28, 2022",Kindle Edition,"Sep 07, 2018"
"Tochter der Weisen
        (Die Töchter der Elemente, #8)","Knorr, A.L.*",5,107278051,,"1,107",4.47,189pp,None,"Jun 23, 2022","Jun 28, 2022","Jun 23, 2022",Kindle Edition,"Jun 20, 2021"
"Tochter der Feen
        (Die Töchter der Elemente, #7)","Knorr, A.L.*",5,107278051,,"1,658",4.29,262pp,None,"Jun 19, 2022","Jun 23, 2022","Jun 19, 2022",Kindle Edition,"May 17, 2021"
Ich bin dann mal weg: Meine Reise auf dem Jakobsweg,"Kerkeling, Hape",5,107278051,3890293123,"8,201",4.04,347pp,None,"Apr 22, 2022","Apr 29, 2022","Jun 11, 2022",Hardcover,"Oct 01, 2006"
Fluch der Aphrodite,"Woolf, Marah*",5,107278051,,465,3.72,480pp,None,"Jun 11, 2022","Aug 02, 2022","Jun 11, 2022",Hardcover,"Mar 06, 2020"
"Die Töchter der Elemente
        (Die Töchter der Elemente, #6)","Knorr, A.L.*",5,107278051,,"1,887",4.36,331pp,None,"Jun 11, 2022","Jun 17, 2022","Jun 11, 2022",Kindle Edition,"Mar 29, 2021"
"Tochter des Windes
        (Die Töchter der Elemente, #5)","Knorr, A.L.*",Invalid rating,107278051,,"1,967",4.27,238pp,None,"Jun 06, 2022","Jun 08, 2022","Jun 11, 2022",Kindle Edition,"Feb 27, 2021"
"Tochter des Himmels
        (Die Töchter der Elemente, #4)","Knorr, A.L.*",Invalid rating,107278051,,"2,187",4.35,249pp,None,"Jun 03, 2022","Jun 06, 2022","Jun 11, 2022",Kindle Edition,"Jan 19, 2021"
"Tochter der Erde
        (Die Töchter der Elemente, #3)","Knorr, A.L.*",Invalid rating,107278051,,"2,614",4.38,204pp,None,Jun 2022,"Jun 03, 2022","Jun 11, 2022",Kindle Edition,"Dec 06, 2020"
"Tochter der Flammen
        (Die Töchter der Elemente, #2)","Knorr, A.L.*",Invalid rating,107278051,,"2,785",4.31,unknown,None,"May 25, 2022","May 31, 2022","Jun 11, 2022",Kindle Edition,"Nov 19, 2020"
"Tochter des Meeres
        (Die Töchter der Elemente, #1)","Knorr, A.L.*",Invalid rating,107278051,,"5,094",4.19,293pp,None,May 2022,"May 05, 2022","Jun 11, 2022",Kindle Edition,"Oct 22, 2020"
"Biss zur Mitternachtssonne
        (Twilight, #5)","Meyer, Stephenie",5,107278051,355158446X,"293,018",3.74,848pp,None,"Apr 12, 2022","May 14, 2022","Apr 12, 2022",Hardcover,"Aug 04, 2020"
"A Song of Wraiths and Ruin
        (A Song of Wraiths and Ruin, #1)","Brown, Roseanne A.*",5,107278051,0062891499,"20,285",3.93,466pp,None,"Mar 25, 2022","Apr 07, 2022","Mar 25, 2022",Hardcover,"Jun 02, 2020"
"Krone aus Asche
        (Die Atlantis-Chroniken, #3)","Woolf, Marah*",5,107278051,,"1,671",4.20,560pp,None,"Mar 15, 2022","Mar 25, 2022","Mar 15, 2022",Kindle Edition,"Mar 15, 2022"
"Finale
        (Caraval, #3)","Garber, Stephanie*",4,107278051,1250157668,"321,807",4.14,478pp,None,"Mar 06, 2022","Mar 15, 2022","Feb 25, 2022",Hardcover,"May 07, 2019"
"Legendary
        (Caraval, #2)","Garber, Stephanie*",5,107278051,125009531X,"390,808",4.12,451pp,None,"Feb 25, 2022","Mar 06, 2022","Feb 25, 2022",Hardcover,"May 29, 2018"
"Caraval
        (Caraval, #1)","Garber, Stephanie*",5,107278051,1250095255,"756,468",3.97,407pp,None,"Feb 12, 2022","Feb 25, 2022","Feb 12, 2022",Hardcover,"Jan 31, 2017"
"Die Frau aus der Nordsee
        (Die Inselkommissarin, #8)","Johannsen, Anna",4,107278051,2496706863,303,4.15,347pp,None,"Jan 26, 2022","Feb 12, 2022","Jan 26, 2022",Kindle Edition,"Oct 19, 2021"
"Ein leben für ein Leben
        (Das Haus in der Birngasse #2)","Troy, Christine*",5,107278051,,2,4.50,297pp,None,"Jan 17, 2022","Jan 25, 2022","Jan 17, 2022",Kindle Edition,2021
"Geronnene Zeilen
        (Das Haus in der Birngasse #1)","Troy, Christine*",4,107278051,,2,4.00,255pp,None,"Jan 08, 2022","Jan 17, 2022","Jan 08, 2022",Kindle Edition,"Sep 17, 2021"
"The Spanish Love Deception
        (Spanish Love Deception, #1)","Armas, Elena*",4,107278051,,"768,951",3.81,482pp,None,"Apr 29, 2023","May 05, 2023","Jan 07, 2022",Paperback,"Feb 22, 2021"
"A ​Court of Silver Flames
        (A Court of Thorns and Roses, #4)","Maas, Sarah J.*",4,107278051,168119628X,"1,809,381",4.46,757pp,None,"Jun 02, 2024","Jul 02, 2024","Jan 07, 2022",Hardcover,"Feb 16, 2021"
"Beyond Eternity
        (Der Schwur der Göttin, #1)","Milán, Greta*",5,107278051,3473402079,844,3.82,448pp,None,"Dec 30, 2021","Jan 08, 2022","Dec 30, 2021",Hardcover,"Aug 30, 2021"
Shining Snow Night,"Odesza, D.C.*",4,107278051,3755741016,126,3.84,370pp,None,"Dec 05, 2021","Dec 23, 2021","Dec 05, 2021",Paperback,"Nov 26, 2021"
"Ring aus Feuer
        (AtlantisChroniken, #2)","Woolf, Marah*",4,107278051,,"1,995",4.31,560pp,None,"Oct 24, 2021","Dec 30, 2021","Oct 24, 2021",Kindle Edition,"Oct 12, 2021"
Odd Birds,"Harding, Ian",5,107278051,1250117070,820,4.03,272pp,None,not set,not set,"Oct 21, 2021",Hardcover,"May 02, 2017"
